"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,109118.48883,,
"IRL","Ireland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",2.007989,,
"IRL","Ireland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",2.070486,,
"IRL","Ireland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",2.223785,,
"IRL","Ireland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",2.3006,,
"IRL","Ireland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",2.578041,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",135.828441,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",138.887488,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",148.135928,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",152.290467,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,1771391.2,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,1796648.5,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,1661019.9,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,1787675.4,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,1909153.6,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,29583.73471,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,30079.952653,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,27944.9973,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,30231.331976,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,32390.596794,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,2600326.872,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,2735577.365,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,2564455.924,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,2760717.633,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,3092145.9,,
"ITA","Italy","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,43427.663151,,
"ITA","Italy","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,45799.741918,,
"ITA","Italy","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,43144.404153,,
"ITA","Italy","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,46686.423752,,
"ITA","Italy","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,52461.180219,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,2329132.404,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,2340386.732,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,2130240.456,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,2279075.381,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,2362824.183,,
"ITA","Italy","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,38898.485634,,
"ITA","Italy","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,39183.358396,,
"ITA","Italy","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,35839.163511,,
"ITA","Italy","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,38541.384214,,
"ITA","Italy","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,40087.547386,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",12.664099,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",12.794446,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",12.17663,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",11.840909,,
"ITA","Italy","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",12.143815,,
"ITA","Italy","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",69.540324,,
"ITA","Italy","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",70.798499,,
"ITA","Italy","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",67.964428,,
"ITA","Italy","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",66.522767,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,556630100,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,557910800,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,539082400,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,549379300,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,556387200,,
"JPN","Japan","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,4402221.5544,,
"JPN","Japan","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,4422006.0888,,
"JPN","Japan","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,4288356.2276,,
"JPN","Japan","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,4377454.5426,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,5344060.937,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,5352898.847,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,5263052.866,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,5383426.681,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,5843526.3,,
"JPN","Japan","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,42264.585125,,
"JPN","Japan","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,42427.125078,,
"JPN","Japan","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,41867.153396,,
"JPN","Japan","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,42895.146539,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,5361158.814,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,5339597.885,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,5111137.653,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,5220643.132,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,5274451.2,,
"JPN","Japan","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,42399.807138,,
"JPN","Japan","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,42321.701532,,
"JPN","Japan","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,40658.680351,,
"JPN","Japan","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,41598.087138,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",26.02662,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",25.035802,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",24.990192,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",23.089891,,
"JPN","Japan","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",22.949338,,
"JPN","Japan","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",67.677898,,
"JPN","Japan","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",65.585015,,
"JPN","Japan","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",65.952403,,
"JPN","Japan","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",61.120634,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,1898192600,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,1924498100,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,1940726200,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,2071658000,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,2150575800,,
"KOR","Korea","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,36797375.206,,
"KOR","Korea","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,37177592.968,,
"KOR","Korea","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,37439736.862,,
"KOR","Korea","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,40035906.851,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,2220442.286,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,2247126.568,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,2316806.899,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,2425556.12,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,2636923.3,,
"KOR","Korea","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,43044.340138,,
"KOR","Korea","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,43410.15296,,
"KOR","Korea","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,44694.939791,,
"KOR","Korea","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,46875.178665,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,2113166.77,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,2160585.765,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,2145258.238,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,2234186.141,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,2291393.2,,
"KOR","Korea","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,40964.752738,,
"KOR","Korea","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,41738.351492,,
"KOR","Korea","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,41385.489583,,
"KOR","Korea","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,43176.85073,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",10.813987,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",10.509934,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",11.000735,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",10.403378,,
"KOR","Korea","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",10.356015,,
"KOR","Korea","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",68.926512,,
"KOR","Korea","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",67.104607,,
"KOR","Korea","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",70.406952,,
"KOR","Korea","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",66.79172,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,60121.164,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,62373.588,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,64780.987,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,72295.028,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,78130.116,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,98752.581282,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,100359.75543,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,102649.68911,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,112778.06932,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,119232.56038,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,70825.278,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,74115.971,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,75656.711,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,84175.446,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,93962.589,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,116334.72403,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,119253.37249,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,119882.98145,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,131311.16408,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,143394.13071,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,66142.06,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,67676.506,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,67136.829,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,70562.456,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,71655.267,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,108642.26043,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,108892.20595,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,106382.67405,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,110075.30911,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,109351.44329,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.344933,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",0.346644,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",0.359236,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",0.361034,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",0.36902,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",186.285741,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",184.345139,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",188.849016,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",187.103256,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,23524390.183,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,24445735.084,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,23430377.458,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,25803508.117,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,28463840.6,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,190733.59411,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,195628.34245,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,185391.37111,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,202197.74082,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,2535949.668,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,2529761.704,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,2333740.769,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,2480684.356,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,2691313.3,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,20561.246897,,
