,LOCATION,SUBJECT,MEASURE,2018,2019,2020,2021,2022
314,MEX,T_GDPPOP,CPC,20561.246897,20244.557476,18465.575374,19438.78213,
315,MEX,T_GDPPOP,PCTUS,32.924539,31.294593,29.088413,27.698021,
316,MEX,T_GDPPOP,VPVOB,19365.926016,19076.241383,17354.785523,17998.592397,
317,MEX,T_POPTOT,PEHRS,123336.3755,124960.089,126383.32258,127615.21475,
318,NLD,T_GDP,C,773987.0,813055.0,796530.0,855470.0,941186.0
319,NLD,T_GDP,CPC,996447.288,1044307.685,1043402.526,1112202.232,1258574.635
320,NLD,T_GDP,PCTUS,4.852893,4.884284,4.954316,4.770313,4.942813
321,NLD,T_GDP,VPVOB,917047.953,934981.636,898647.464,942350.661,984552.841
322,NLD,T_GDPPOP,C,44915.68013,46875.468435,45667.354661,48791.992243,53165.339208
323,NLD,T_GDPPOP,CPC,57825.399721,60207.995676,59821.266254,63434.793361,71093.861775
324,NLD,T_GDPPOP,PCTUS,92.595289,93.071174,94.235121,90.387261,
325,NLD,T_GDPPOP,VPVOB,53217.73172,53904.966042,51522.042426,53747.257229,55615.028018
326,NLD,T_POPTOT,PEHRS,17232.0,17345.0,17442.0,17533.0,17703.0
327,NOR,T_GDP,C,3576581.0,3596937.0,3461575.0,4211620.0,5569173.0
328,NOR,T_GDP,CPC,373182.531,373905.514,350366.117,442761.845,518561.227
329,NOR,T_GDP,PCTUS,1.817472,1.748777,1.663619,1.899036,2.036551
330,NOR,T_GDP,VPVOB,329378.271,333079.65,328822.32,341641.126,352848.86
331,NOR,T_GDPPOP,C,673302.14608,672576.10322,643535.04369,778775.88757,1020555.7999
332,NOR,T_GDPPOP,CPC,70252.735505,69915.017577,65135.920617,81871.642936,95026.796225
333,NOR,T_GDPPOP,PCTUS,112.49507,108.076555,102.607179,116.657644,
334,NOR,T_GDPPOP,VPVOB,62006.451619,62281.161182,61130.752928,63173.285133,64659.860729
335,NOR,T_POPTOT,PEHRS,5312.0,5348.0,5379.0,5408.0,5457.0
336,NZL,T_GDP,C,306327.0,323967.0,327246.0,354088.0,380326.0
337,NZL,T_GDP,CPC,208377.269,228675.405,231495.346,242673.983,263693.0
338,NZL,T_GDP,PCTUS,1.014838,1.069527,1.099193,1.040846,1.035604
339,NZL,T_GDP,VPVOB,194589.24,199495.074,199521.629,208445.604,212364.1
340,NZL,T_GDPPOP,C,62233.757263,64630.531062,64202.389594,69076.863051,
341,NZL,T_GDPPOP,CPC,42334.17354,45620.118302,45417.069706,47341.783652,
342,NZL,T_GDPPOP,PCTUS,67.789329,70.520832,71.544508,67.456579,
343,NZL,T_GDPPOP,VPVOB,39532.981187,39798.722021,39144.146475,40664.378463,
344,NZL,T_POPTOT,PEHRS,4922.2,5012.6,5097.1,5126.0,
345,OECD,T_GDP,CPC,61187845.752,63585905.43,62106542.475,67315929.993,74393964.208
346,OECD,T_GDP,PCTUS,297.996751,297.394775,294.896223,288.722694,292.168148
347,OECD,T_GDP,VPVOB,57633913.763,58583278.33,56128923.006,59296975.049,61009945.439
348,OECD,T_GDPPOP,CPC,45196.025764,46666.612454,45367.880336,49035.864603,
349,OECD,T_GDPPOP,PCTUS,72.371987,72.138531,71.467021,69.870449,
350,OECD,T_GDPPOP,VPVOB,42570.935769,42995.112322,41001.320648,43194.507454,
351,OECD,T_POPTOT,PEHRS,1353832.4381,1362556.6993,1368954.0268,1372789.7028,
352,POL,T_GDP,C,2126506.0,2288492.0,2337672.0,2623948.0,3067725.0
353,POL,T_GDP,CPC,1216240.494,1327882.052,1338432.734,1439480.291,1643788.812
354,POL,T_GDP,PCTUS,5.923329,6.210577,6.355188,6.174031,6.455668
355,POL,T_GDP,VPVOB,1168478.202,1220475.907,1195820.875,1277707.828,1339983.608
356,POL,T_GDPPOP,C,55359.019082,59617.881519,60949.887887,68758.136366,81098.818304
357,POL,T_GDPPOP,CPC,31662.210554,34592.873756,34896.8226,37720.252896,43455.43691
358,POL,T_GDPPOP,PCTUS,50.700411,53.474614,54.972195,53.747008,
359,POL,T_GDPPOP,VPVOB,30418.821805,31794.818606,31178.517886,33481.154761,35423.998943
360,POL,T_POPTOT,PEHRS,38413.0,38386.0,38354.0,38162.0,37827.0
361,PRT,T_GDP,C,205184.124,214374.62,200518.859,214741.009,239253.315
362,PRT,T_GDP,CPC,359198.932,383670.579,359941.428,378292.824,435430.365
363,PRT,T_GDP,PCTUS,1.749369,1.794448,1.709085,1.622524,1.71007
364,PRT,T_GDP,VPVOB,333668.48,342620.006,314180.778,331469.383,353764.195
365,PRT,T_GDPPOP,C,19952.16982,20840.790177,19473.333171,20872.959662,23287.033901
366,PRT,T_GDPPOP,CPC,34928.618993,37299.18231,34955.61158,36770.297823,42381.363331
367,PRT,T_GDPPOP,PCTUS,55.930882,57.658101,55.064804,52.393431,
368,PRT,T_GDPPOP,VPVOB,32446.029678,33308.381634,30511.578794,32219.030229,34432.621349
369,PRT,T_POPTOT,PEHRS,10283.8,10286.3,10297.1,10288.0,10274.1
370,RUS,T_GDP,C,103861651.1,109241536.4,106967459.4,,
371,RUS,T_GDP,CPC,4231840.387,4398115.281,4367291.715,,
372,RUS,T_GDP,PCTUS,20.609889,20.570227,20.736911,,
373,RUS,T_GDP,VPVOB,3698563.251,3773754.402,3662380.6019,,
374,RUS,T_GDPPOP,C,707356.98894,744331.13957,730353.70757,,
375,RUS,T_GDPPOP,CPC,28821.242895,29967.119348,29819.04697,,
376,RUS,T_GDPPOP,PCTUS,46.151195,46.323996,46.973287,,
377,RUS,T_GDPPOP,VPVOB,25189.321919,25712.956876,25006.046382,,
378,RUS,T_POPTOT,PEHRS,146830.6,146764.7,146459.802,,
379,SVK,T_GDP,C,89874.693,94437.483,93413.756,98522.981,107730.089
380,SVK,T_GDP,CPC,170864.165,182476.832,179661.812,184710.462,201893.756
381,SVK,T_GDP,PCTUS,0.832142,0.853454,0.853076,0.792236,0.792899
382,SVK,T_GDP,VPVOB,177952.934,182436.802,176280.141,181593.758,184624.019
383,SVK,T_GDPPOP,C,16502.848989,17317.670546,17107.150166,18108.64093,19585.277857
384,SVK,T_GDPPOP,CPC,31374.187978,33462.069917,32902.02352,33950.002309,36704.186784
385,SVK,T_GDPPOP,PCTUS,50.239203,51.726587,51.829832,48.374836,
386,SVK,T_GDPPOP,VPVOB,32675.832305,33454.729332,32282.727647,33377.148412,33564.556985
387,SVK,T_POPTOT,PEHRS,5446.01075,5453.244,5460.5095,5440.66125,5500.56475
388,,T_GDP,C,45876.35,48533.118,47020.647,52208.068,58988.508
389,,T_GDP,CPC,80823.475,87897.466,85929.679,92701.12,106933.333
390,,T_GDP,PCTUS,0.393626,0.411101,0.408014,0.397602,0.41996
391,,T_GDP,VPVOB,73736.651,76281.363,72984.962,78977.803,83222.507
392,,T_GDPPOP,C,22141.565748,23232.547987,22360.96966,24769.808277,27975.346547
393,,T_GDPPOP,CPC,39008.296991,42076.054062,40864.408883,43981.496681,50713.217702
394,,T_GDPPOP,PCTUS,62.463633,65.04232,64.372802,62.668558,
395,,T_GDPPOP,VPVOB,35587.942505,36515.486732,34708.465855,37470.550308,39468.339729
396,,T_POPTOT,PEHRS,2071.956,2089.014,2102.8,2107.73,2108.589
397,SWE,T_GDP,C,4828306.0,5049619.0,5038538.0,5462040.0,5926336.0
398,SWE,T_GDP,CPC,544594.071,579773.396,581247.942,626269.585,683843.355
399,SWE,T_GDP,PCTUS,2.652279,2.711632,2.7599,2.686114,2.685665
400,SWE,T_GDP,VPVOB,513568.914,523769.399,512402.486,539999.665,554267.627
401,SWE,T_GDPPOP,C,474516.43152,491261.26204,486653.42405,524398.9414,565115.79497
402,SWE,T_GDPPOP,CPC,53521.635787,56404.29708,56140.551326,60126.822104,65209.039986
403,SWE,T_GDPPOP,PCTUS,85.703711,87.191312,88.436972,85.673783,
404,SWE,T_GDPPOP,VPVOB,50472.544286,50955.847554,49491.027815,51844.229021,52853.127237
405,SWE,T_POPTOT,PEHRS,10175.2135,10278.887,10353.442,10415.8105,10486.941
406,TUR,T_GDP,C,3758773.727,4311732.766,5048220.067,7248788.983,15006574.2
407,TUR,T_GDP,CPC,2302309.895,2313147.025,2332603.593,2581588.441,2980221.8
408,TUR,T_GDP,PCTUS,11.212699,10.818716,11.075741,11.072612,11.704254
409,TUR,T_GDP,VPVOB,2313304.903,2331432.198,2376662.733,2646497.052,2793797.4
410,TUR,T_GDPPOP,C,46172.610795,52213.429153,60541.105319,86144.35432,
411,TUR,T_GDPPOP,CPC,28281.473276,28011.322794,27973.899298,30679.50659,
412,TUR,T_GDPPOP,PCTUS,45.286867,43.300672,44.066666,43.714757,
413,TUR,T_GDPPOP,VPVOB,28416.53547,28232.749222,28502.281382,31450.878249,
414,TUR,T_POPTOT,PEHRS,81407.0,82579.0,83385.0,84147.0,
415,USA,T_GDP,C,20533058.0,21380976.0,21060474.0,23315081.0,25462722.3
416,USA,T_GDP,CPC,20533058.0,21380976.0,21060474.0,23315081.0,25462722.3
417,USA,T_GDP,PCTUS,100.0,100.0,100.0,100.0,100.0
418,USA,T_GDP,VPVOB,19481975.555,19928973.472,19377383.256,20529462.623,20952932.9
419,USA,T_GDPPOP,C,62449.612827,64690.272395,63480.861222,70181.12175,
420,USA,T_GDPPOP,CPC,62449.612827,64690.272395,63480.861222,70181.12175,
421,USA,T_GDPPOP,PCTUS,100.0,100.0,100.0,100.0,
422,USA,T_GDPPOP,VPVOB,59252.831727,60297.094129,58407.658694,61796.084509,
423,USA,T_POPTOT,PEHRS,328794.0,330513.0,331761.0,332213.0,
424,ZAF,T_GDP,C,4873899.046,5077625.041,4973974.572,6192497.3,6638345.6
425,ZAF,T_GDP,CPC,748464.912,758517.157,711486.517,868577.0,950909.9
426,ZAF,T_GDP,PCTUS,3.64517,3.547626,3.378302,3.725387,3.734518
427,ZAF,T_GDP,VPVOB,713447.884,714536.531,664807.542,773235.1,789026.9
428,ZAF,T_GDPPOP,C,86076.579706,88550.307428,85662.507949,,
429,ZAF,T_GDPPOP,CPC,13218.43129,13228.020364,12253.323481,,
430,ZAF,T_GDPPOP,PCTUS,21.166554,20.448237,19.30239,,
431,ZAF,T_GDPPOP,VPVOB,12600.005268,12461.028331,11449.411437,,
432,ZAF,T_POPTOT,PEHRS,56622.824265,57341.698617,58064.778759,,
